delivery_person_age,delivery_person_ratings,order_type_category,multiple_deliveries,total_distance,weather_category,road_traffic_category,vechicle_type_category,vehicle_condition,festival_bool,city_category,day_of_week,week_or_weekend,valley_or_peak,wt_minutes,time_taken_min
27.0,4.3,1,1.0,19.76009100596115,2,1,2,0,0,2,2,0,0,5.0,32
23.0,4.7,0,1.0,13.97065151824311,4,1,2,1,0,1,2,0,0,5.0,31
36.0,4.7,1,2.0,13.972770363490332,4,1,2,2,0,2,2,0,0,15.0,40
28.0,4.6,0,1.0,16.65998620177866,5,1,0,2,0,2,2,0,0,5.0,19
39.0,4.1,3,1.0,14.022201982546484,4,1,1,2,0,2,2,0,0,10.0,41
23.0,4.9,1,0.0,12.417809503802877,3,1,1,1,0,2,2,0,0,10.0,25
27.0,4.3,2,1.0,10.641619478242852,4,1,0,2,0,2,2,0,0,10.0,31
38.0,4.7,0,1.0,10.586832230358272,1,1,2,0,0,1,2,0,0,15.0,31
28.0,4.7,3,2.0,12.293586668896376,2,1,2,0,0,2,2,0,0,5.0,38
25.0,4.6,2,1.0,20.252987531090948,1,1,1,2,0,2,2,0,0,15.0,27
26.0,4.6,3,1.0,16.38452502874878,1,1,1,2,0,2,2,0,0,15.0,26
33.0,4.9,3,0.0,19.914714472882387,5,1,2,1,0,1,2,0,0,15.0,22
33.0,4.8,0,1.0,17.13795960336847,3,1,1,1,0,2,2,0,0,10.0,44
20.0,4.5,2,1.0,17.13809826066872,5,1,1,1,0,2,2,0,0,5.0,16
32.0,4.8,0,2.0,13.96977950880943,0,1,2,0,0,2,2,0,0,15.0,46
29.0,4.9,2,1.0,12.256338062364007,0,1,2,1,0,2,2,0,0,15.0,17
25.0,4.9,1,1.0,20.857144133204287,0,1,2,2,0,2,2,0,0,5.0,17
23.0,5.0,2,0.0,10.641451653649701,1,1,2,2,0,2,2,0,0,15.0,25
22.0,4.3,1,1.0,17.078052659451714,0,1,2,0,0,2,2,0,0,10.0,35
23.0,5.0,2,0.0,10.711200595879614,5,1,1,1,0,2,2,0,0,10.0,16
25.0,4.6,2,0.0,10.641066008032313,5,1,2,0,0,2,2,0,0,5.0,25
37.0,4.6,1,1.0,12.29352580007678,0,1,2,0,0,2,2,0,0,10.0,34
32.0,4.1,2,0.0,19.91516317261756,4,1,1,1,0,2,2,0,0,5.0,39
35.0,4.4,2,1.0,13.405910535451952,2,1,1,2,0,2,2,0,0,15.0,37
39.0,4.5,1,1.0,19.76107729866375,2,1,2,1,0,2,2,0,0,10.0,22
28.0,5.0,1,0.0,20.178128744111326,1,1,1,1,0,2,2,0,0,10.0,22
20.0,4.9,1,1.0,12.463958360133523,3,1,0,2,0,2,2,0,0,5.0,36
39.0,4.6,2,1.0,20.207268336804788,3,1,2,1,0,2,2,0,0,10.0,35
35.0,4.8,3,1.0,20.442957999506234,4,1,2,1,0,2,2,0,0,10.0,44
35.0,3.5,3,1.0,12.073568567448792,1,1,2,1,0,2,2,0,0,10.0,38
26.0,4.1,0,0.0,12.075163883088413,4,1,2,2,0,2,2,0,0,15.0,35
30.0,4.6,1,1.0,11.916251616622882,2,1,2,1,0,1,2,0,0,15.0,30
28.0,4.0,2,0.0,13.989871645696294,1,1,2,0,0,2,2,0,0,10.0,34
33.0,3.8,1,1.0,17.1380651075813,2,1,1,1,0,2,2,0,0,10.0,35
29.0,4.6,3,1.0,20.18275599240432,3,1,1,1,0,1,2,0,0,15.0,25
25.0,4.9,0,1.0,19.362725412833193,0,1,0,2,0,1,2,0,0,10.0,27
24.0,4.4,1,0.0,10.881478689939625,0,1,2,0,0,2,2,0,0,15.0,35
31.0,4.2,2,1.0,17.09709755866113,3,1,1,2,0,2,2,0,0,5.0,42
36.0,4.5,2,1.0,13.612470343730434,5,1,2,0,0,2,2,0,0,10.0,25
33.0,4.0,0,2.0,11.919772453620496,3,1,2,1,0,2,2,0,0,5.0,43
32.0,4.8,3,1.0,10.564555116193848,3,1,2,1,0,2,2,0,0,15.0,44
22.0,4.9,2,0.0,16.388500832768084,4,1,1,2,0,2,2,0,0,15.0,28
27.0,4.6,1,0.0,10.427250060607811,2,1,2,0,0,2,2,0,0,15.0,34
36.0,4.2,3,1.0,16.601069119744995,1,1,2,0,0,2,2,0,0,10.0,31
27.0,4.9,3,0.0,10.75756963212558,1,1,2,0,0,2,2,0,0,5.0,30
26.0,5.0,0,1.0,16.600295348128917,1,1,1,2,0,1,2,0,0,5.0,26
26.0,4.8,2,0.0,19.975836383201603,5,1,1,2,0,1,2,0,0,15.0,19
28.0,4.7,2,0.0,10.906427761411477,2,1,2,1,0,2,2,0,0,10.0,21
23.0,4.5,3,1.0,10.86588109638256,0,1,1,2,0,2,2,0,0,5.0,17
22.0,4.7,3,0.0,20.1774446584577,4,1,1,1,0,2,2,0,0,15.0,30
33.0,3.8,3,1.0,16.852588743185123,1,1,2,2,0,2,2,0,0,5.0,31
25.0,4.9,3,1.0,10.867300251248173,1,1,2,2,0,2,2,0,0,10.0,19
31.0,4.6,1,0.0,11.007749968275446,5,1,1,1,0,2,2,0,0,5.0,25
28.0,4.6,0,1.0,19.362588424006656,5,1,1,2,0,2,2,0,0,15.0,12
33.0,5.0,0,3.0,12.435221248466753,3,1,2,1,0,2,2,0,0,10.0,42
34.0,4.5,3,1.0,13.990170501277344,5,1,0,2,0,2,2,0,0,15.0,26
29.0,4.6,3,3.0,16.902025286899093,4,1,2,0,0,2,2,0,0,5.0,43
39.0,4.4,0,1.0,19.76010821426079,4,1,1,1,0,2,2,0,0,5.0,34
31.0,3.6,0,2.0,13.405937090067937,1,1,2,1,1,2,2,0,0,10.0,38
24.0,4.9,3,1.0,12.421229892875763,4,1,2,0,0,2,2,0,0,5.0,35
20.0,5.0,3,1.0,13.989936200971815,3,1,2,1,0,2,2,0,0,5.0,35
33.0,4.6,3,0.0,19.76173376344513,5,1,1,1,0,2,2,0,0,15.0,23
21.0,4.6,0,0.0,20.181214750663848,5,1,2,0,0,2,2,0,0,5.0,20
34.0,4.8,2,0.0,13.613869130091377,2,1,0,2,0,2,2,0,0,15.0,27
37.0,4.8,3,1.0,16.82626489005295,5,1,2,0,0,2,2,0,0,5.0,36
24.0,4.5,1,1.0,19.661049370467172,4,1,1,1,0,2,2,0,0,15.0,25
31.0,4.8,1,1.0,10.602482632372025,1,1,0,2,0,2,2,0,0,5.0,21
24.0,4.4,2,1.0,17.09802055680367,3,1,1,2,0,2,2,0,0,15.0,31
25.0,4.7,1,1.0,12.435555351533766,4,1,0,2,0,2,2,0,0,15.0,29
27.0,4.9,0,1.0,10.564424258154087,4,1,1,1,0,2,2,0,0,10.0,31
22.0,4.2,0,0.0,16.63547419340178,2,1,2,0,0,2,2,0,0,10.0,36
30.0,4.7,0,1.0,12.464346514101472,5,1,2,2,0,2,2,0,0,15.0,19
26.0,4.7,0,0.0,16.60098939650369,4,1,1,1,0,2,2,0,0,15.0,32
36.0,4.7,3,0.0,10.86748895674603,5,1,1,2,0,2,2,0,0,5.0,20
34.0,4.0,0,1.0,10.881446853176557,4,1,0,2,0,2,2,0,0,10.0,43
22.0,4.8,0,1.0,12.420767547141754,1,1,2,1,0,2,2,0,0,15.0,28
30.0,4.5,2,1.0,10.713225562014276,1,1,2,1,0,2,2,0,0,10.0,29
21.0,4.6,2,0.0,17.07805219066781,4,1,1,2,0,2,2,0,0,10.0,36
38.0,4.8,2,1.0,12.580285199006966,0,1,2,2,0,2,2,0,0,10.0,29
37.0,4.8,2,1.0,19.975944515047,1,1,2,2,0,2,2,0,0,15.0,24
23.0,4.7,0,1.0,10.641587176050308,4,1,2,0,0,2,2,0,0,15.0,32
37.0,4.8,3,1.0,20.181291792106197,5,1,2,2,0,1,2,0,0,15.0,18
28.0,4.6,2,0.0,12.07166923310626,3,1,1,2,0,2,2,0,0,15.0,33
33.0,4.2,2,0.0,13.82901241057452,5,1,2,0,0,2,2,0,0,10.0,38
30.0,4.5,0,1.0,12.420616402869014,2,1,1,2,0,1,2,0,0,10.0,28
30.0,4.2,3,1.0,16.384923565248307,2,1,2,0,0,2,2,0,0,5.0,37
37.0,4.2,1,0.0,10.641172427530606,4,1,2,1,0,2,2,0,0,15.0,32
21.0,5.0,3,1.0,19.91615012313992,0,1,1,2,0,2,2,0,0,10.0,23
25.0,4.9,3,0.0,10.86724796314092,2,1,2,0,0,2,2,0,0,10.0,26
25.0,4.8,2,0.0,16.60249010063108,1,1,1,2,0,2,2,0,0,15.0,17
35.0,3.8,0,1.0,13.583162628532525,2,1,1,1,0,2,2,0,0,5.0,36
27.0,4.2,2,1.0,13.969010040806968,4,1,1,1,0,2,2,0,0,5.0,33
31.0,4.1,2,0.0,14.152820238129527,1,1,2,0,0,2,2,0,0,5.0,48
21.0,4.9,0,1.0,20.206448854021062,4,1,2,0,0,2,2,0,0,5.0,43
31.0,3.6,2,1.0,14.152820238129527,1,1,2,1,0,1,2,0,0,10.0,31
34.0,4.7,3,0.0,16.90171400877544,4,1,2,2,0,2,2,0,0,10.0,34
24.0,4.6,1,1.0,20.86365387963239,4,1,2,0,0,2,2,0,0,10.0,41
22.0,4.8,0,1.0,12.255005238386403,3,1,1,2,0,2,2,0,0,15.0,27
24.0,4.6,3,1.0,13.405519336222898,5,1,1,1,0,2,2,0,0,15.0,13
21.0,4.9,1,1.0,12.292616777794466,1,1,2,0,0,2,2,0,0,10.0,29
21.0,4.9,0,0.0,13.76733779329502,5,1,1,2,0,1,2,0,0,10.0,10
32.0,4.1,3,0.0,12.162132506035345,2,1,0,2,0,2,2,0,0,15.0,31
38.0,4.7,2,1.0,20.442957999506234,2,1,2,0,0,2,2,0,0,5.0,49
38.0,4.8,3,1.0,16.85285815958708,5,1,2,0,0,2,2,0,0,10.0,32
33.0,4.6,1,1.0,12.41982049210254,5,1,1,1,0,2,2,0,0,15.0,22
22.0,4.8,3,0.0,12.580285199006966,5,1,2,0,0,2,2,0,0,10.0,26
21.0,4.7,3,0.0,19.761907705502733,1,1,1,1,0,2,2,0,0,10.0,26
35.0,4.4,1,1.0,13.989604047872945,1,1,2,2,0,2,2,0,0,5.0,39
28.0,5.0,2,1.0,20.442957999506234,0,1,2,0,0,1,2,0,0,15.0,22
29.0,5.0,0,1.0,20.179061197016708,1,1,2,0,0,2,2,0,0,5.0,34
35.0,5.0,2,1.0,14.021775902725505,3,1,1,2,0,1,2,0,0,5.0,32
26.0,4.7,3,0.0,19.618766447357956,5,1,2,0,0,2,2,0,0,10.0,17
33.0,3.8,3,1.0,19.97566976602197,2,1,0,2,0,2,2,0,0,15.0,36
24.0,4.8,1,1.0,20.206609421027085,2,1,2,2,0,2,2,0,0,5.0,28
29.0,4.6,1,1.0,10.88109287881772,3,1,2,1,0,2,2,0,0,15.0,28
33.0,4.8,0,1.0,20.205816431761217,2,1,2,0,0,1,2,0,0,15.0,30
28.0,4.7,3,1.0,10.709323625948967,5,1,1,1,0,2,2,0,0,10.0,10
28.0,4.7,2,1.0,12.256093374282095,1,1,2,0,0,2,2,0,0,5.0,37
35.0,3.5,0,1.0,12.116575898921532,0,1,1,2,0,2,2,0,0,5.0,36
38.0,4.5,0,1.0,17.297889645743044,2,1,2,2,0,1,2,0,0,15.0,28
26.0,4.9,0,1.0,10.756180764502714,5,1,2,0,0,2,2,0,0,15.0,27
24.0,4.7,0,1.0,17.297889645743044,3,1,2,2,0,2,2,0,0,15.0,27
20.0,4.7,1,1.0,17.297889645743044,0,1,1,1,0,1,2,0,0,15.0,21
21.0,4.8,2,0.0,16.90293333098952,1,1,1,1,0,2,2,0,0,5.0,17
35.0,4.9,3,0.0,13.611182348314472,0,1,0,2,0,1,2,0,0,5.0,22
27.0,4.5,3,1.0,13.406373972952428,0,1,2,1,0,1,2,0,0,5.0,24
20.0,4.7,1,1.0,12.074412203551034,1,1,2,1,0,2,2,0,0,15.0,27
20.0,4.7,0,1.0,16.72131120034404,4,1,2,0,0,2,2,0,0,5.0,31
38.0,4.9,0,0.0,17.077494801282747,4,1,1,1,0,2,2,0,0,10.0,37
25.0,4.7,3,0.0,12.16202905956577,2,1,1,1,0,2,2,0,0,5.0,26
22.0,4.7,2,0.0,10.90639443900136,2,1,2,2,0,1,2,0,0,10.0,27
21.0,4.8,0,1.0,16.720628737013747,5,1,1,1,0,2,2,0,0,15.0,17
33.0,4.8,0,1.0,11.916695758872374,2,1,1,1,0,1,2,0,0,5.0,23
39.0,4.6,3,1.0,12.098778675384231,1,1,2,2,0,2,2,0,0,15.0,23
20.0,5.0,1,1.0,16.852141967918357,3,1,2,1,0,2,2,0,0,10.0,27
35.0,4.5,2,2.0,10.565950764196137,2,1,2,2,0,2,2,0,0,15.0,39
23.0,4.7,2,1.0,19.912994694250273,2,1,1,1,0,2,2,0,0,10.0,23
36.0,5.0,0,1.0,13.406494172143056,4,1,1,1,0,2,2,0,0,15.0,36
32.0,5.0,1,1.0,12.256438247833746,1,1,2,0,0,1,2,0,0,10.0,31
33.0,4.1,1,1.0,13.682397775391584,0,1,2,0,0,2,2,0,0,5.0,43
33.0,4.9,2,1.0,13.973226457021006,4,1,0,2,0,2,2,0,0,5.0,30
26.0,5.0,0,1.0,16.824887606586262,2,1,1,1,0,2,2,0,0,5.0,20
26.0,4.3,2,1.0,10.565002335485854,3,1,2,2,0,2,2,0,0,10.0,32
20.0,4.7,3,0.0,19.66104676017179,1,1,2,0,0,2,2,0,0,5.0,23
26.0,4.9,1,1.0,20.178326453301313,4,1,1,1,0,2,2,0,0,15.0,27
20.0,4.9,3,0.0,16.635338180931445,5,1,2,1,0,2,2,0,0,5.0,14
38.0,3.7,2,0.0,10.906339679530225,0,1,0,2,0,2,2,0,0,15.0,35
26.0,4.6,1,0.0,13.989493021948766,4,1,1,2,0,1,2,0,0,15.0,25
22.0,4.5,2,1.0,11.007749968275446,4,1,1,2,0,2,2,0,0,15.0,26
37.0,4.2,0,2.0,19.618657751409327,0,1,2,0,0,2,2,0,0,10.0,35
34.0,4.0,3,1.0,14.021770171044214,3,1,1,1,0,2,2,0,0,15.0,38
26.0,4.6,1,2.0,19.972957535728312,3,1,2,0,0,1,2,0,0,15.0,39
39.0,5.0,0,3.0,20.851573491003915,2,1,2,0,0,2,2,0,0,5.0,46
36.0,4.5,0,1.0,16.600089565046083,0,1,0,2,0,2,2,0,0,15.0,20
21.0,4.8,1,0.0,13.989531376694718,5,1,0,2,0,2,2,0,0,15.0,17
23.0,4.8,1,0.0,17.098777725980558,5,1,1,1,0,2,2,0,0,5.0,18
37.0,4.2,0,2.0,16.60122052550238,3,1,1,2,0,2,2,0,0,15.0,41
33.0,4.7,3,1.0,12.233256892324004,1,1,2,1,0,2,2,0,0,5.0,27
36.0,4.8,0,1.0,10.724666381595046,3,1,2,2,0,2,2,0,0,5.0,43
31.0,4.5,3,1.0,17.13743137156765,5,1,1,1,0,2,2,0,0,10.0,25
22.0,4.9,0,1.0,16.600998630838845,4,1,2,0,0,2,2,0,0,5.0,41
37.0,4.4,2,1.0,20.253612351251387,0,1,2,2,0,2,2,0,0,15.0,39
22.0,4.6,0,1.0,10.641422461759566,5,1,1,1,0,2,2,0,0,15.0,15
22.0,4.5,2,1.0,13.789649777029757,3,1,2,0,0,2,2,0,0,15.0,32
33.0,4.1,0,1.0,12.580285199006966,4,1,1,2,0,2,2,0,0,5.0,43
30.0,5.0,3,1.0,10.757551161583862,0,1,2,1,0,1,2,0,0,15.0,24
22.0,4.7,0,0.0,19.910619898776698,1,1,2,1,0,2,2,0,0,10.0,29
34.0,4.9,2,1.0,12.16108632978602,5,1,0,2,0,2,2,0,0,5.0,25
35.0,4.6,3,1.0,19.617600841390068,1,1,1,2,0,1,2,0,0,5.0,27
22.0,4.7,1,1.0,19.91646004358764,2,1,2,1,0,2,2,0,0,5.0,27
27.0,4.7,0,1.0,10.867273692029135,5,1,1,1,0,2,2,0,0,5.0,17
37.0,4.3,1,1.0,13.830225340337428,3,1,2,1,0,1,2,0,0,15.0,31
29.0,4.3,2,1.0,19.761137362921847,3,1,2,1,0,2,2,0,0,10.0,32
28.0,4.6,1,1.0,12.099268410444548,3,1,1,1,0,2,2,0,0,10.0,39
35.0,4.3,3,1.0,10.867436275813922,2,1,2,0,0,2,2,0,0,5.0,46
32.0,4.5,1,1.0,10.906304100918312,3,1,2,0,0,1,2,0,0,10.0,43
37.0,4.7,1,1.0,19.760118813476552,0,1,1,2,0,1,2,0,0,15.0,27
26.0,5.0,0,1.0,10.641056753501982,5,1,2,1,0,2,2,0,0,10.0,19
20.0,4.5,3,0.0,10.867381130897435,1,1,2,0,0,1,2,0,0,15.0,21
29.0,4.7,2,0.0,19.363230967693642,0,1,1,1,0,2,2,0,0,10.0,23
33.0,4.8,3,1.0,13.973196862151427,2,1,2,0,0,2,2,0,0,5.0,42
36.0,5.0,2,1.0,11.007749968275446,0,1,2,0,0,1,2,0,0,15.0,47
33.0,4.7,3,1.0,10.707021253918148,3,1,1,2,0,1,2,0,0,5.0,39
22.0,4.9,3,1.0,10.707301178152472,1,1,0,2,0,1,2,0,0,5.0,28
21.0,4.3,1,1.0,12.420362279952338,0,1,2,0,0,1,2,0,0,10.0,32
28.0,4.5,3,1.0,20.25299582467371,1,1,1,1,0,2,2,0,0,15.0,26
23.0,4.3,0,1.0,19.659400682126943,4,1,1,1,0,2,2,0,0,5.0,32
28.0,4.5,2,0.0,12.237808518774866,5,1,2,2,0,2,2,0,0,5.0,13
30.0,4.6,3,1.0,12.42076720658434,5,1,2,2,0,1,2,0,0,15.0,18
29.0,4.7,0,1.0,12.417504672683167,1,1,2,0,0,2,2,0,0,10.0,29
22.0,4.6,2,1.0,19.917065746414984,5,1,2,2,0,2,2,0,0,5.0,19
30.0,4.7,1,1.0,13.788301265200333,2,1,2,0,0,2,2,0,0,15.0,36
24.0,4.6,3,1.0,10.711206316473577,4,1,1,1,0,1,2,0,0,5.0,26
35.0,4.1,1,2.0,12.463987320992658,2,1,2,1,0,2,2,0,0,15.0,34
21.0,4.9,1,1.0,20.206835984960623,3,1,1,2,0,2,2,0,0,10.0,30
36.0,4.8,1,0.0,16.85272484186557,4,1,1,1,0,2,2,0,0,10.0,42
33.0,4.6,0,1.0,13.612359667435694,4,1,2,1,0,2,2,0,0,15.0,35
34.0,4.4,2,1.0,12.25702912420444,3,1,1,2,0,1,2,0,0,10.0,34
34.0,3.7,0,0.0,10.866375917143353,0,1,1,1,0,2,2,0,0,15.0,34
28.0,4.7,1,0.0,12.419811441386257,4,1,1,2,0,2,2,0,0,15.0,28
34.0,4.2,3,1.0,13.406106787958063,0,1,2,0,0,2,2,0,0,5.0,40
35.0,4.5,3,1.0,10.587944571497646,2,1,1,2,0,2,2,0,0,10.0,28
23.0,4.5,2,1.0,10.757183135748804,2,1,2,1,0,2,2,0,0,5.0,18
39.0,4.5,3,1.0,12.074394239889976,0,1,2,2,0,2,2,0,0,5.0,21
38.0,4.9,0,1.0,20.183826904999393,5,1,1,2,0,2,2,0,0,15.0,23
38.0,4.4,2,2.0,10.865099197480141,3,1,1,2,0,2,2,0,0,5.0,39
29.0,5.0,0,1.0,10.586925138774287,2,1,2,2,0,2,2,0,0,5.0,17
35.0,4.0,3,1.0,12.293628199061905,3,1,0,2,0,1,2,0,0,15.0,42
31.0,5.0,1,1.0,19.659878637635497,5,1,2,2,0,2,2,0,0,10.0,18
22.0,4.6,1,1.0,11.007749968275446,3,1,0,2,0,2,2,0,0,10.0,28
37.0,4.5,2,1.0,11.007749968275446,5,1,0,2,0,2,2,0,0,10.0,23
34.0,4.9,0,1.0,14.152820238129527,3,3,2,0,1,2,2,0,1,15.0,40
24.0,5.0,3,1.0,13.584324827609855,0,3,2,2,0,2,2,0,1,15.0,29
25.0,4.8,3,1.0,16.900639570279637,5,3,2,1,0,2,2,0,1,15.0,22
33.0,3.5,0,1.0,12.241204588343722,5,3,1,1,0,2,2,0,1,5.0,34
35.0,3.8,3,1.0,17.09802154806199,0,3,2,1,1,2,2,0,1,5.0,40
37.0,3.8,0,1.0,17.076431443105655,1,3,1,2,0,2,2,0,1,10.0,39
35.0,4.8,2,1.0,12.418027074868313,3,3,1,2,0,2,2,0,1,10.0,38
27.0,4.8,1,1.0,16.63653993393264,5,3,1,2,0,2,2,0,1,15.0,20
21.0,5.0,2,1.0,13.680946306210846,5,3,2,1,0,1,2,0,1,10.0,19
39.0,3.5,3,1.0,17.07428036276252,0,3,2,1,0,1,2,0,1,10.0,34
21.0,4.7,0,1.0,12.417133150195115,4,3,2,1,0,1,2,0,1,15.0,41
23.0,4.6,0,1.0,14.152820238129527,1,3,2,0,0,2,2,0,1,5.0,34
24.0,4.7,1,1.0,10.704176056647597,2,3,1,2,0,2,2,0,1,15.0,22
28.0,4.6,1,2.0,19.875708058370055,3,3,2,0,0,2,2,0,1,10.0,38
24.0,4.8,3,1.0,10.58690292004605,1,3,2,1,0,2,2,0,1,5.0,28
25.0,4.7,2,0.0,16.903316560889188,5,3,1,2,0,2,2,0,1,10.0,12
29.0,4.7,3,1.0,12.256614678224235,3,3,2,0,0,2,2,0,1,5.0,47
37.0,5.0,3,1.0,10.906429564932116,1,3,2,0,1,2,2,0,1,10.0,53
20.0,4.1,0,1.0,10.90616442518483,3,3,2,2,0,1,2,0,1,5.0,42
20.0,4.5,0,0.0,12.100095768955372,5,3,2,1,0,1,2,0,1,10.0,16
37.0,5.0,0,1.0,10.723301757772584,2,3,1,2,0,2,2,0,1,10.0,30
25.0,4.7,3,0.0,10.641940218684804,5,3,1,1,0,1,2,0,1,5.0,19
37.0,4.5,1,1.0,10.88066687753199,5,3,2,1,0,2,2,0,1,10.0,32
36.0,3.7,2,1.0,13.580392634292197,0,3,1,1,0,2,2,0,1,10.0,42
36.0,5.0,2,1.0,17.078729980745624,0,3,2,1,0,2,2,0,1,5.0,30
35.0,4.7,0,1.0,19.362767216207896,0,3,2,0,1,0,2,0,1,15.0,52
24.0,4.6,1,1.0,13.76613601028199,1,3,2,1,0,2,2,0,1,5.0,25
34.0,4.8,3,0.0,13.40590236877501,1,3,0,2,0,2,2,0,1,15.0,28
25.0,4.9,0,0.0,14.021868180030815,5,3,2,2,0,2,2,0,1,10.0,17
22.0,4.1,0,1.0,19.362568548986346,3,3,1,2,0,2,2,0,1,10.0,35
20.0,4.4,3,0.0,10.864885506055069,4,3,1,2,0,2,2,0,1,5.0,37
30.0,4.2,2,2.0,17.07628248791656,3,3,1,1,0,2,2,0,1,5.0,47
32.0,4.7,2,1.0,13.82915075790195,4,3,2,0,0,2,2,0,1,10.0,50
33.0,4.6,0,0.0,13.765775938382829,3,3,2,0,0,2,2,0,1,5.0,44
35.0,4.5,2,0.0,17.137540693986345,3,3,2,0,0,2,2,0,1,15.0,52
33.0,4.2,2,1.0,16.659926801136262,3,3,2,1,0,2,2,0,1,5.0,35
31.0,3.9,3,1.0,19.880068200027797,1,3,1,2,0,2,2,0,1,15.0,40
38.0,4.9,2,1.0,17.07482969652856,5,3,2,1,0,2,2,0,1,15.0,30
32.0,4.5,2,1.0,17.09767516614671,1,3,1,1,1,2,2,0,1,5.0,42
31.0,5.0,3,0.0,20.253776362506876,3,3,1,2,0,2,2,0,1,15.0,42
30.0,5.0,2,2.0,10.703230230582692,4,3,1,1,0,2,2,0,1,10.0,39
39.0,4.2,1,1.0,16.82207978181734,0,3,1,1,0,2,2,0,1,10.0,32
22.0,4.9,1,1.0,10.906447617493885,0,3,1,1,0,2,2,0,1,15.0,28
35.0,4.9,1,3.0,10.587788270291878,4,3,2,1,1,2,2,0,1,10.0,49
35.0,4.4,0,1.0,20.179060917910736,2,3,0,2,0,2,2,0,1,5.0,39
33.0,5.0,3,1.0,13.988796885471803,2,3,2,0,0,2,2,0,1,15.0,38
38.0,4.6,1,1.0,12.435615032319554,0,3,2,0,0,2,2,0,1,10.0,50
38.0,4.9,0,1.0,10.756430406191651,4,3,2,0,0,2,2,0,1,5.0,48
34.0,4.1,1,2.0,19.88338809561328,3,3,1,2,0,2,2,0,1,10.0,35
31.0,3.5,1,1.0,19.61919459245273,2,3,1,1,0,2,2,0,1,5.0,42
20.0,4.8,3,1.0,14.022272449356105,5,3,1,2,0,1,2,0,1,5.0,16
29.0,5.0,0,1.0,11.007749968275446,3,3,0,2,0,2,2,0,1,10.0,40
26.0,4.9,3,1.0,16.903165688794456,4,3,2,0,0,2,2,0,1,10.0,40
32.0,4.7,0,1.0,10.868708517151974,5,3,1,2,0,1,2,0,1,5.0,19
39.0,4.9,2,1.0,19.362003151327254,1,3,2,0,0,2,2,0,1,10.0,37
21.0,4.7,3,1.0,12.161632279958571,2,3,2,1,0,2,2,0,1,15.0,26
27.0,4.9,3,1.0,10.602597027383085,3,3,2,0,0,2,2,0,1,10.0,49
29.0,4.3,3,1.0,11.007749968275446,0,3,2,0,0,2,2,0,1,10.0,39
34.0,4.5,1,2.0,12.580285199006966,4,3,2,0,1,1,2,0,1,5.0,44
20.0,4.2,1,1.0,14.152820238129527,4,3,2,1,1,2,2,0,1,5.0,44
21.0,4.7,2,2.0,20.20637280538157,4,3,1,1,0,2,2,0,1,15.0,41
21.0,4.6,2,1.0,19.886472213436598,0,3,2,0,0,2,2,0,1,15.0,29
37.0,4.4,2,1.0,17.07271358213986,1,3,2,1,0,2,2,0,1,15.0,31
32.0,4.8,2,1.0,16.903074240692447,4,3,2,0,0,0,2,0,1,15.0,53
21.0,4.9,3,1.0,12.419867815281147,1,3,0,2,0,2,2,0,1,5.0,27
21.0,4.7,0,0.0,10.865424161236552,4,3,1,1,0,2,2,0,1,5.0,30
38.0,4.9,2,3.0,17.078022689855317,4,3,2,0,0,1,2,0,1,5.0,48
23.0,4.9,3,1.0,11.007749968275446,5,3,2,0,0,2,2,0,1,15.0,30
21.0,4.9,0,1.0,12.293762646088995,1,3,1,1,0,2,2,0,1,15.0,27
37.0,3.5,0,2.0,10.705637690733129,2,3,1,1,0,2,2,0,1,5.0,38
25.0,4.1,1,1.0,10.602432409045225,3,3,0,2,0,2,2,0,1,10.0,43
28.0,5.0,0,1.0,19.91575899007405,1,3,2,1,0,2,2,0,1,15.0,16
24.0,5.0,1,2.0,13.830301851197346,3,3,2,0,1,2,2,0,1,5.0,42
29.0,4.8,1,1.0,20.442957999506234,5,3,0,2,0,1,2,0,1,10.0,21
23.0,4.6,1,0.0,19.760771021015326,0,3,1,1,0,2,2,0,1,10.0,24
24.0,5.0,3,1.0,10.725467883365685,2,3,2,2,0,2,2,0,1,15.0,19
27.0,4.9,0,1.0,13.9898690339749,0,3,1,2,0,2,2,0,1,15.0,28
35.0,3.9,1,1.0,12.073418988308763,0,3,0,2,0,2,2,0,1,5.0,34
39.0,3.5,3,1.0,16.381621220597058,1,3,2,2,0,1,2,0,1,10.0,41
36.0,4.1,3,1.0,13.971235914649574,1,3,1,2,0,2,2,0,1,15.0,36
23.0,4.8,1,1.0,19.915998591672043,2,3,1,1,0,2,2,0,1,5.0,22
36.0,4.1,3,0.0,19.91557506004643,3,3,1,1,0,2,2,0,1,10.0,44
23.0,4.8,0,0.0,20.253082182990294,3,3,2,2,0,1,2,0,1,15.0,30
39.0,4.2,3,0.0,13.631311960532122,2,3,2,2,0,2,2,0,1,15.0,43
34.0,5.0,3,0.0,20.181189650260396,3,3,1,1,0,2,2,0,1,15.0,45
37.0,4.9,1,0.0,16.72070208833842,5,3,2,1,0,2,2,0,1,15.0,19
28.0,4.8,3,1.0,17.074928116898356,1,3,2,2,0,1,2,0,1,15.0,21
36.0,4.8,0,1.0,12.11696365748991,5,3,2,2,0,2,2,0,1,5.0,15
30.0,4.2,3,1.0,10.641505644147731,4,3,2,1,0,2,2,0,1,5.0,46
32.0,4.9,2,0.0,14.02249615512086,1,3,1,2,0,2,2,0,1,15.0,27
